ID,house,TransmGSM,Plot,Arrival_date,Country,Overlap,Study_area,Feeding,Type,Time_year,Frequency,Type_food,Quantity,RK_observed,Other_species,Address,Comments
73,1,KIWS14,Settlement,1/03/2020,SwitzerlandFR,X,Inside,Yes,Passive,All year,Daily,"Bones, butcher waste",<200g,Yes,,"9 les hostes, Barberêche","For dogs: bones, butcher waste"
79,#3 SWIK84 (S),KIWS14,Settlement,1/03/2020,SwitzerlandFR,SWIK84 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,,"9 Chemin de la Chapelle, Barberêche",Don't give anymore because use to give in the lawn in front of their house but now there is something built there
80,#3 SWIK84 (S),KIWS14,Settlement,1/03/2020,SwitzerlandFR,SWIK84 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,Yes,"10 Chemin de la Chapelle, Barberêche",Platforme; Neighbour 8 chemin de la chapelle giving as well
81,#4 SWIK84 (S),KIWS14,Settlement,1/03/2020,SwitzerlandFR,SWIK84 (S); KIWS48 (S),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"5 Allée du château, Barberêche",
82,#3 KIWS48 (S),KIWS14,Settlement,1/03/2020,SwitzerlandDE,SWIK84 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/month,Meat/Bones,<200g,Yes,,"Ottisberg 8, 3186 Düdingen",Cat food as well (unintentionally)
83,1,KIWS23,Control,25/03/2019,SwitzerlandDE,X,Inside,Yes,Active,All year,Twice/year,Meat,200-600g,Yes,,"Rohrmoosweg 7, 1712 Tafers",
84,1,KIWS23,Control,25/03/2019,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,,"Rohrmoosweg 10, 1712 Tafers",
87,3,KIWS23,Control,25/03/2019,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"Juch 45, 1712 Tafers",
90,4,KIWS23,Control,25/03/2019,SwitzerlandDE,X,Inside,Yes,Active,Winter,Several times/week,Meat,200-600g,Yes,,"Seeli 23, 1712 Tafers",
92,1,KIWS23,Settlement,24/02/2021,SwitzerlandFR,X,Outside,Yes,Passive,All year,Daily,Food leftovers,>1kg,Yes,,"Route de la Combe 40, Posieux",
95,2,KIWS23,Settlement,24/02/2021,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,Yes,"14 Ruote des Mouettes, Marly",
96,3,KIWS23,Settlement,24/02/2021,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/month,Food leftovers/bones,<200g,Yes,,"181 Route de la Gérine, Marly","Brother gives as well on a platforme sometimes: knows someone who gives Quartier Bellaire: 1 Route du Pâquier, Marly: Monique Gremaud: 0264362323"
110,#3 SWIK84 (S),KIWS48,Settlement,22/02/2020,SwitzerlandFR,SWIK84 (S); KIWS14 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,,"9 Chemin de la Chapelle, Barberêche",Don't give anymore because use to give in the lawn in front of their house but now there is something built there
111,#3 SWIK84 (S),KIWS48,Settlement,22/02/2020,SwitzerlandFR,SWIK84 (S); KIWS14 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,Yes,"10 Chemin de la Chapelle, Barberêche",Platforme; Neighbour 8 chemin de la chapelle giving as well
112,#4 SWIK84 (S),KIWS48,Settlement,22/02/2020,SwitzerlandFR,SWIK84 (S); KIWS14 (S),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"5 Allée du château, Barberêche",
113,3,KIWS48,Settlement,22/02/2020,SwitzerlandDE,SWIK84 (S); KIWS14 (S),Inside,Yes,Active,All year,Several times/month,Meat/Bones,<200g,Yes,,"Ottisberg 8, 3186 Düdingen",Cat food as well (unintentionally)
119,3,KIWS53,Control,27/05/2018,SwitzerlandFR,X,Outside,Yes,Passive,All year,Daily,Food leftovers,>1kg,Yes,Yes (buzzard),"35 Les Petits Ponts, Brot-Plamboz",Compostière: seen common buzzard and so probably RK but doesn't know the difference
121,4,KIWS53,Control,27/05/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Once/month,Food leftovers,200g,Yes,,"15 Les Petits-Ponts, Brot-Plamboz",30-50 raptors flying in the area sometimes; seen RK feeding several times and several at a time
131,#5 SWIK23 (S),KIWS53,Settlement,17/04/2020,SwitzerlandDE,WSIK81 (S); SWIK23 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,,"Hereschür 38, 1718 Rechthalten",
134,2,KIWS59,Control,10/06/2018,SwitzerlandFR,X,Outside,Yes,Passive,Spring-Summer,Several times/week,Food leftovers/bones,200-600g,Yes,,"10 Martel-Dernier, Les Ponts de Martel","Seen RK feeding several times; manure pile with compost of the neighbours, seen birds standing on it"
136,3,KIWS59,Control,10/06/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Meat,<200g,Yes,Yes (BK),"Crêt-Pellaton, 2105 Travers",Seen RK but only last year
146,#4 KIWS14 (C) ,KIWS59,Settlement,7/03/2019,SwitzerlandDE,KIWS14 (C),Inside,Yes,Active,All year,Daily,"Bones, butcher waste",>1kg,Yes,,"Mühlemattstrasse 39, 3178 Bösingen",Outside; A bucket full of meat (around 3 kg?); 30 kites flying above
167,2,SWIK03,Control,9/05/2016,SwitzerlandDE,X,Outside,Yes,Active,All year,Several times/week,Bones,<200g,Yes,,"Hinterrain 45, 5063 Wölflinswil",
168,3,SWIK03,Control,9/05/2016,SwitzerlandDE,X,Outside,Yes,Active,Spring-Summer,Several times/month,Placenta,200-600g,Yes,,"Altenberg 307, 5063 Wölflinswil",
172,1,SWIK03,Settlement,21/03/2019,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"47 route de la neirigue, La Neirigue","Compost, RK seen for 10 days; people (farmers) leaving carcasses in the forest, RK not seen there though"
179,4,SWIK03,Settlement,21/03/2019,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"11 Impasse du château, Grangettes",
184,2,SWIK12,Control,30/03/2017,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/month,Meat,200-600g,Yes,Yes,"En Copet 11, 1525 Seigneux",Cat food (barf)
190,2,SWIK12,Settlement,2/04/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/month,Food leftovers,<200g,Yes,Yes,"21 au cuard, Rue",Bread and bones for the dogs (house above too); RK not seen often; woman who tagged bird with Valentijn
205,1,SWIK16,Settlement,14/04/2018,SwitzerlandFR,X,Outside,Yes,Active,Winter,Several times/week,Food leftovers,200-600g,No,,"21 chemin de mirebert, Oppens",Mostly winter; House in front no
209,3,SWIK16,Settlement,14/04/2018,SwitzerlandFR,X,Outside,Yes,Passive,All year,Daily,Food leftovers,200-600g,Yes,Yes,"6 route d'oppens, Pailly",Compost of several neighbours: RK there everyday
210,3,SWIK16,Settlement,14/04/2018,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"10 rue de borgeaud, Pailly",Compost; RK flying above; no one gives in the village
211,4,SWIK16,Settlement,14/04/2018,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/week,Food leftovers,600g-1kg,Yes,,"22 rue du péleret, Bercher",Compost of several people near tennis club bercher
225,5,SWIK23,Settlement,28/02/2019,SwitzerlandDE,KIWS53 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,,"Hereschür 38, 1718 Rechthalten",
229,#1 SWIK33 (C),SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Active,All year,Once/month,Chicken carcasse,200-600g,Yes,,"97 Route de Treyvaux, Arconciel","A lot of rodents lately, a lot of RK; Biogaz station maybe?"
231,#2 SWIK33 (C),SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"71 Route de Ferpicloz, Senèdes","Bread, cheese"
232,#2 SWIK33 (C),SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"71 Route de Ferpicloz, Senèdes","Last year, dissections because she is a teacher"
233,3,SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Active,All year,Once/month,Bones,<200g,Yes,,"31 Chemin de Vers-Saint-Pierre, Treyvaux",Compost as well
234,#3 SWIK33 (C),SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"9 Chemin de Frontin, Treyvaux","House in front has also a compost where they feed: 21 Route d'Arconciel, Treyvaux, call: 026 413 17 14"
235,#3 SWIK33 (C),SWIK25,Control,8/06/2016,SwitzerlandFR,SWIK33 (C),Outside,Yes,Active,All year,Several times/month,Meat/Bones,200-600g,Yes,,"21 Route d'Arconciel, Treyvaux",20 Route d'Arconciel: 026 413 17 67 (doesn't answer)
240,2,SWIK25,Settlement,4/04/2017,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/week,Food leftovers/bones,<200g,Yes,,"Obermonten 85, 1713 St. Antoni","Dung, compost"
241,2,SWIK25,Settlement,4/04/2017,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/week,Food leftovers/bones,<200g,Yes,,"Obermonten 83, 1713 St. Antoni","Dung, compost"
245,4,SWIK25,Settlement,4/04/2017,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Food leftovers,200-600g,No,Yes (crows),"Stockera 2, 1715 Alterswil",
247,2,SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Moos 219, 3159 Riedstätt",Compost
249,4,SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Muhlern 78, 3158 Guggisberg",Compost
252,#3 WSIK40 (S),SWIK31,Control,22/07/2016,SwitzerlandDE,WSIK40 (S),Inside,Yes,Active,All year,Daily,Food leftovers/meat,200-600g,Yes,,"Gehlismatt 93, 3158 Guggisberg",Outside; Compost heap but also gives meat on purppose
254,1,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes (passerines),"17 route du fossard, Estavannens","Call farm, 4 route de la poya, Estavannens: 0793179626; 	026 921 10 63: doesn't answer"
255,1,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,No,Yes (crows),"Longe planche, Bas-Intyamon",
261,4,SWIK31,Settlement,16/03/2019,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/month,Food leftovers,<200g,No,,"Impasse de la cascade, Estavannens","Found dead kite, longe planche"
263,1,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Active,All year,Once/month,Chicken carcasse,200-600g,Yes,,"97 Route de Treyvaux, Arconciel","A lot of rodents lately, a lot of RK; Biogaz station maybe?"
265,2,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"71 Route de Ferpicloz, 1724 Senèdes","Bread, cheese"
266,2,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"71 Route de Ferpicloz, Senèdes","Last year, dissections because she is a teacher"
267,#3 SWIK25 (C),SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Active,All year,Once/month,Bones,<200g,Yes,,"31 Chemin de Vers-Saint-Pierre, Treyvaux",Compost as well
268,3,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"9 Chemin de Frontin, Treyvaux","House in front has also a compost where they feed: 21 Route d'Arconciel, Treyvaux, call: 026 413 17 14"
269,3,SWIK33,Control,19/06/2016,SwitzerlandFR,SWIK25 (C),Outside,Yes,Active,All year,Several times/month,Meat/Bones,200-600g,,,"21 Route d'Arconciel, Treyvaux",20 Route d'Arconciel: 026 413 17 67 (doesn't answer)
272,1,SWIK33,Settlement,9/03/2018,SwitzerlandFR,WSIK40 (C),Outside,Yes,Active,All Year,Daily,Food leftovers,200-600g,Yes,Yes,"1 Route du Marais, Pont-La-Ville","Main feeder: 20 birds! 5 different species; Father that use to feed (atthe period when it settled), now died"
274,2,SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"10 chemin du mont, Treyvaux",Peelings mostly
275,#2 16329F1C (S),SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Stoutselet, La Roche","Compost, seen RK with tag on it"
277,#4 WSIK40 (C),SWIK33,Settlement,9/03/2018,SwitzerlandFR,16329F1C (S); WSIK40 (C),Outside,Yes,Passive,All Year,Several times/month,Food leftovers,<200g,Yes,Yes,"La Troumattaz, 1634 La Roche","Compost & leftovers for pets; In the village before 2018, accumulation of RK (someone must have been giving)"
287,4,SWIK35,Control,1/07/2016,SwitzerlandDE,X,Outside,Yes,Passive,All year,Several times/month,Food leftovers/rodents,200-600g,Yes,,"Studenweid 2, 6123 Geiss",Compost
297,1,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Rodents,<200g,Yes,Yes,"Rte de Grabou 54, 1775 Montagny",Very nice guy that says no one else gives in the area
298,2,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,Yes,Active,All year,Daily,Food leftovers,<200g,No,Yes,"51 Route du Moulin, Prez-vers-Noréaz","Giving food for feral cats: pasta, cat food, meat…"
299,2,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,Yes,Active,All year,Daily,Food leftovers,<200g,No,Yes,"20 Buissons des clous, Prez-vers-Noréaz",Close to #4
300,2,SWIK46,Control,23/05/2016,SwitzerlandFR,X,Outside,Yes,Active,Winter,Daily,Butcher waste,>1kg,Yes,Yes,"24 Buissons des clous, Prez-vers-Noréaz","Outside; 50g/week: 8 bags of 10kg per week, he and his son getting waste from different butchers"
304,1,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,No,Yes,"56 route de chaffeiru, La Brillaz",
305,1,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,,"57 route de chafeiru, La Brillaz",Several people including them bring carcasses to the pond
306,#2 SWIK46 (C),SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,Yes,Active,Winter,Daily,Butcher waste,>1kg,Yes,Yes,"24 Buissons des clous, Prez-vers-Noréaz","Outside; 50kg/week: 8 bags of 10kg per week, he and his son getting waste from different butchers"
308,2,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Daily,Food leftovers/meat,200-600g,Yes,Yes,"21 route de la perreire, Lovens",Bread a lot
309,3,SWIK46,Settlement,5/03/2018,SwitzerlandFR,X,Outside,Yes,Active,All year,Daily,Food leftovers,200-600g,Yes,,"26 En Meinoud, Lentigny","Calling when giving chicken (RK know food source), other neighbours giving as well but might not tell"
329,1,SWIK84,Control,25/07/2017,Germany,X,Outside,Yes,Active,All year,Several times/week,Meat,200g,Yes,Yes (BK),"Falkenhof 16, 88524 Uttenweiler",Seen up to 7 RK
340,3,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,,"9 Chemin de la Chapelle, Barberêche",Don't give anymore because use to give in the lawn in front of their house but now there is something built there
341,3,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,Yes,"10 Chemin de la Chapelle, Barberêche",Platforme; Neighbour 8 chemin de la chapelle giving as well
342,4,SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"5 Allée du château, Barberêche",
343,#3 KIWS48 (S),SWIK84,Settlement,29/03/2018,SwitzerlandFR,KIWS14 (S); KIWS48 (S),Inside,Yes,Active,All year,Several times/month,Meat/Bones,<200g,Yes,,"Ottisberg 8, 3186 Düdingen",Cat food as well (unintentionally)
350,4,SWIK95,Control,30/07/2018,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/month,Food leftovers,<200g,Yes,,"Almisried 43, 3156 Riffenmatt","Compost heap: Frequency ""whenever leftovers are provided"""
355,2,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,Yes,"Kleinschönbergstrasse 111, 1700 Tafers",Bread as well
356,2,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,200-600g,Yes,Yes,"Kleinschönbergstrasse 104, 1700 Tafers",109 giving as well: 0263212829 (not answering)
360,4,SWIK95,Settlement,16/02/2019,SwitzerlandFR,X,Inside,Yes,Passive,All year,Several times/month,Food leftovers,<200g,Yes,Yes (crows),"Brünisberg 4, 1717 St. Ursen",
363,2,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers,<200g,No,Yes (fox),"30 Chemin de la Planche, Besencens",Says that probably that everyone is doing the same
368,4,WSIK06,Control,20/03/2017,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/month,Food leftovers,<200g,Yes,Yes (fox),"126 Route du Village, Besencens","Bread, hardboiled egg; says that farmer in the area told tham that they leave placenta in the fields and seen RK feeding"
375,4,WSIK06,Settlement,4/04/2018,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Meat/Bones,200-600g,,,"Zenthus 3, Wünnewil-Flamatt",Platform at #4 but owners have changed last year (possible influence in 2018)
382,3,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,Yes,Active,All year,Several times/week,Food leftovers/placenta,200-600g,Yes,,"23 Route de Planafaye, Le Châtelard-près-Romont","Oncle gives as well (capture moles and gives to the RK): 29 Route de Planafaye, Marcel Mesot: +41 26 652 10 41"
383,3,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,Yes,Active,All year,Daily,Bones/rodents,600g-1kg,Yes,,"29 Route de Planafaye, Le Châtelard-près-Romont",Food leftovers (all year) and killed rodents (up to 10 per day)=> only when the grass is short: spring-summer
384,4,WSIK12,Control,12/07/2017,SwitzerlandFR,X,Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"130 Route de Gibloux, Villarsiviriaux",Compost
386,1,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,Yes,Active,Spring-Summer,Daily,Rodents,600g-1kg,Yes,,"Wiler vor Holz 54, 1714 Heitenried",They kill the mice and leave them on the field: in springtime they go every day (sometimes up to 20 mice/day) and in summer they go less often as the grass is too high; Kites are nearby when they see the ca coming
388,2,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,Yes,Passive,All year,Once/month,Food leftovers,<200g,Yes,,"Stockera 75, Heitenried","RK seen on shit pile, what he is eating is unknown"
390,3,WSIK12,Settlement,23/03/2019,SwitzerlandDE,X,Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Breita 15, 1714 Heitenried",
399,3,WSIK25,Control,8/07/2017,Germany,X,Outside,Yes,Active,All year,Several times/week,Meat,<200g,Yes,,"Am Stel'Wirkel 14, 87784 Westerheim",
402,1,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/month,Cat preys,<200g,No,,"Chem. de Russilles 1, 1723 Marly","Another house interviewed outside of buffer, didn't feed RK but a lot of them flying low above houses"
406,3,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,Yes (crows),"47 route des préalpes, Marly",Küng Kurt; at least 6 RK flying above
407,3,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Once/month,Meat,<200g,Yes,Yes (crows),"8 route de pfaffenwil, Marly",Raw meat
408,4,WSIK25,Settlement,17/03/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,No,Yes (crows),"53 route de Villars-sur-marly, Pierrafortscha",
411,#2 SWIK33 (S),WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,Yes,Passive,All year,Several times/week,Peelings,<200g,Yes,,"10 chemin du mont, Treyvaux",Peelings mostly
412,#1 SWIK33 (S),WSIK40,Control,1/04/2018,SwitzerlandFR,SWIK33 (S),Outside,Yes,Active,All Year,Daily,Food leftovers,200-600g,Yes,Yes,"1 Route du Marais, Pont-La-Ville","Main feeder: 20 birds! 5 different species; Father that use to feed (atthe period when it settled), now died"
415,4,WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,Yes,Passive,All Year,Several times/month,Food leftovers,<200g,Yes,Yes,"11 Route du Vègre, La Roche","Compost & leftovers for pets; In the village before 2018, accumulation of RK (someone must have been giving)"
416,#2 16329F1C (S),WSIK40,Control,1/04/2018,SwitzerlandFR,16329F1C (S); SWIK33 (S),Outside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Stoutselet, La Roche","Compost, seen RK with tag on it"
420,#2 SWIK31 (C),WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Moos 219, 3159 Riedstätt",Compost
422,#4 SWIK31 (C),WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,Yes,Passive,All year,Several times/week,Food leftovers,<200g,Yes,,"Muhlern 78, 3158 Guggisberg",Compost
424,3,WSIK40,Settlement,8/03/2020,SwitzerlandDE,SWIK31 (C),Inside,Yes,Active,All year,Daily,Food leftovers/meat,200-600g,Yes,,"Gehlismatt 93, 3158 Guggisberg",Compost heap but also gives meat on purppose
435,2,WSIK55,Settlement,20/04/2019,SwitzerlandDE,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/meat,<200g,Yes,Yes,"Allmendstrasse 30, 1735 Giffers",
438,3,WSIK55,Settlement,20/04/2019,SwitzerlandDE,WSIK68 (S),Inside,Yes,Active,All year,Daily,Food leftovers/meat,200-600g,Yes,,"Grauschels 10, 1736 St. Silvester",German speaking person: 026 418 12 13
452,#3 WSIK55 (S),WSIK68,Settlement,1/05/2019,SwitzerlandDE,WSIK55 (S),Inside,Yes,Active,All year,Daily,Food leftovers/meat,200-600g,Yes,,"Grauschels 10, 1736 St. Silvester",German speaking person: 026 418 12 13
457,4,WSIK68,Settlement,1/05/2019,SwitzerlandFR,X,Inside,Yes,Active,All year,Several times/week,Food leftovers/bones,<200g,Yes,,"Route de St. Silvester 50, Bonnefontaine","See RK every time, more than one"
475,#5 SWIK23 (S),WSIK81,Settlement,22/03/2021,SwitzerlandDE,KIWS53 (S); SWIK23 (S),Inside,Yes,Active,All year,Several times/week,Food leftovers,<200g,Yes,,Hereschür 38 1718 Rechthalten,Outside
476,,,,,,,,,,,,,,,,,
